word	surp
likes	8.764429092407227
to	6.349459648132324
have	7.0915937423706055
a	6.615625858306885
new	7.4585347175598145
CO	7.262725830078125
brought	7.821661949157715
in	6.211684226989746
from	6.431474685668945
the	6.279943466186523
outside,	9.216197967529297
especially	8.232993125915527
when	7.068378925323486
he's	9.216197967529297
an	7.064122676849365
armchair	9.189214706420898
trooper.	9.216197967529297
Second,	9.216197967529297
if	7.625445365905762
there	7.28497314453125
is	6.434731483459473
ever	7.698598861694336
a	6.615625858306885
perfect	8.271502494812012
time	7.457916259765625
to	6.349459648132324
pull	8.573184967041016
the	6.279943466186523
rug	9.216197967529297
out	7.4649858474731445
from	6.431474685668945
under	7.272045135498047
him,	9.216197967529297
it's	9.216197967529297
on	6.694545745849609
maneuvers.	9.216197967529297
In	4.843202590942383
combat,	9.216197967529297
helping	8.525476455688477
your	7.903316974639893
CO	7.262725830078125
make	7.834754943847656
a	6.615625858306885
fool	9.270535469055176
of	5.8280415534973145
himself	7.247089385986328
might	7.850809097290039
mean	8.307429313659668
getting	8.133358001708984
yourself	8.754636764526367
killed.	9.216197967529297
But	6.758749485015869
in	6.211684226989746
maneuvers,	9.216197967529297
with	6.5999932289123535
the	6.279943466186523
top	7.901315689086914
brass	8.567785263061523
watching	8.30074405670166
him	7.419293403625488
all	7.0929059982299805
the	6.279943466186523
time,	9.216197967529297
it's	9.216197967529297
easy.	9.216197967529297
Chandler	8.157485008239746
understood	8.380903244018555
this	7.158479690551758
and	5.7746429443359375
expected	8.3029203414917
the	6.279943466186523
worst.	9.216197967529297
But	6.758749485015869
his	6.797174453735352
first	7.3679914474487305
few	7.9664306640625
days	8.083087921142578
with	6.5999932289123535
Troop	9.216197967529297
H	6.314896583557129
were	6.667738914489746
full	7.798849105834961
of	5.8280415534973145
surprises,	9.216197967529297
beginning	8.319095611572266
with	6.5999932289123535
First	6.549787521362305
Sergeant	8.669906616210938
Robert	6.641907691955566
Early.	9.216197967529297
Chandler	8.157485008239746
had	6.91279411315918
expected	8.3029203414917
a	6.615625858306885
tough	8.577827453613281
old	7.902382850646973
trooper	9.216197967529297
with	6.5999932289123535
a	6.615625858306885
gravel	8.720084190368652
voice.	9.216197967529297
Instead	7.783750534057617
Sergeant	8.669906616210938
Early	6.3223185539245605
was	6.638031005859375
quiet,	9.216197967529297
sharp	8.581708908081055
and	5.7746429443359375
confident.	9.216197967529297
He	5.747543811798096
had	6.91279411315918
enlisted	8.540424346923828
in	6.211684226989746
the	6.279943466186523
Army	7.969203472137451
straight	8.162263870239258
out	7.4649858474731445
of	5.8280415534973145
high	7.6564764976501465
school	7.831891059875488
and	5.7746429443359375
had	6.91279411315918
immediately	7.845156192779541
set	7.7048258781433105
about	7.193869590759277
learning	8.332866668701172
his	6.797174453735352
new	7.4585347175598145
trade.	9.216197967529297
There	6.491170883178711
was	6.638031005859375
no	7.469402313232422
weapon	8.374811172485352
Early	6.3223185539245605
could	7.379644393920898
not	7.262237548828125
take	7.900665283203125
apart	8.391298294067383
and	5.7746429443359375
reassemble	9.216197967529297
blind-folded.	9.216197967529297
He	5.747543811798096
could	7.379644393920898
lead	7.963338851928711
a	6.615625858306885
patrol	8.499210357666016
and	5.7746429443359375
he	7.20659065246582
knew	8.277894020080566
his	6.797174453735352
paper	7.4074320793151855
work.	9.216197967529297
Further,	9.216197967529297
he	7.20659065246582
had	6.91279411315918
taken	8.087878227233887
full	7.798849105834961
advantage	8.311046600341797
of	5.8280415534973145
the	6.279943466186523
Army's	9.216197967529297
correspondence	8.565359115600586
courses.	9.216197967529297
He	5.747543811798096
not	7.262237548828125
only	7.075196266174316
knew	8.277894020080566
soldiering,	9.216197967529297
but	7.060359954833984
mathematics,	9.216197967529297
history	7.946322441101074
and	5.7746429443359375
literature	8.206873893737793
as	6.107613563537598
well.	9.216197967529297
But	6.758749485015869
for	6.673058032989502
all	7.0929059982299805
his	6.797174453735352
erudite	9.216197967529297
confidence,	9.216197967529297
Sergeant	8.669906616210938
Early	6.3223185539245605
was	6.638031005859375
right	7.949604511260986
out	7.4649858474731445
of	5.8280415534973145
the	6.279943466186523
Garryowen	9.216197967529297
mold.	9.216197967529297
He	5.747543811798096
was	6.638031005859375
filled	8.30355167388916
with	6.5999932289123535
the	6.279943466186523
spirit	8.454560279846191
of	5.8280415534973145
the	6.279943466186523
Fighting	7.266574859619141
Seventh.	9.216197967529297
That	6.560785293579102
saved	8.381434440612793
Mel	9.216197967529297
Chandler.	9.216197967529297
Sergeant	8.669906616210938
Early	6.3223185539245605
let	8.397890090942383
the	6.279943466186523
new	7.4585347175598145
CO	7.262725830078125
know	8.376192092895508
just	7.573911666870117
how	7.81180477142334
lucky	8.801668167114258
he	7.20659065246582
was	6.638031005859375
to	6.349459648132324
be	7.562943935394287
in	6.211684226989746
the	6.279943466186523
best	7.795348167419434
troop	8.536749839782715
in	6.211684226989746
the	6.279943466186523
best	7.795348167419434
regiment	8.490842819213867
in	6.211684226989746
the	6.279943466186523
United	7.119807243347168
States	8.527320861816406
Army.	9.216197967529297
He	5.747543811798096
fed	8.610456466674805
the	6.279943466186523
captain	8.259607315063477
bits	8.870199203491211
of	5.8280415534973145
history	7.946322441101074
about	7.193869590759277
the	6.279943466186523
troops	7.429234027862549
and	5.7746429443359375
the	6.279943466186523
regiment.	9.216197967529297
For	5.835317134857178
example,	9.216197967529297
it	7.068337440490723
was	6.638031005859375
a	6.615625858306885
battalion	8.229389190673828
of	5.8280415534973145
the	6.279943466186523
7th	7.321744918823242
Cavalry	8.80449104309082
under	7.272045135498047
Colonel	7.898530006408691
George	6.393489837646484
Armstrong	7.985694408416748
Custer	9.216197967529297
that	6.407960891723633
had	6.91279411315918
been	7.7580790519714355
wiped	9.119258880615234
out	7.4649858474731445
at	6.653820514678955
the	6.279943466186523
Battle	8.521074295043945
of	5.8280415534973145
The	4.279740810394287
Little	7.296479225158691
Big	8.279666900634766
Horn.	9.216197967529297
It	6.2624406814575195
didn't	9.216197967529297
take	7.900665283203125
Captain	6.998318672180176
Chandler	8.157485008239746
long	7.623569011688232
to	6.349459648132324
realize	8.778661727905273
that	6.407960891723633
he	7.20659065246582
had	6.91279411315918
to	6.349459648132324
carry	8.343003273010254
a	6.615625858306885
heavy	7.8581109046936035
load	8.669937133789062
of	5.8280415534973145
tradition	8.09205150604248
on	6.694545745849609
his	6.797174453735352
shoulders	8.855360984802246
as	6.107613563537598
commander	8.243380546569824
of	5.8280415534973145
Troop	9.216197967529297
A.	6.687892913818359
But	6.758749485015869
what	7.689035415649414
made	7.407892227172852
the	6.279943466186523
load	8.669937133789062
lighter	8.632184028625488
was	6.638031005859375
the	6.279943466186523
realization	9.336142539978027
that	6.407960891723633
every	7.62101936340332
officer,	9.216197967529297
non-com	9.216197967529297
and	5.7746429443359375
trooper	9.216197967529297
was	6.638031005859375
ready	8.617768287658691
and	5.7746429443359375
willing	9.013603210449219
to	6.349459648132324
help	8.043811798095703
him	7.419293403625488
carry	8.343003273010254
it,	9.216197967529297
for	6.673058032989502
the	6.279943466186523
good	7.810114860534668
of	5.8280415534973145
the	6.279943466186523
troop	8.536749839782715
and	5.7746429443359375
the	6.279943466186523
regiment.	9.216197967529297
O'Banion	9.216197967529297
was	6.638031005859375
a	6.615625858306885
complex	7.983393669128418
and	5.7746429443359375
frightening	8.879920959472656
man,	9.216197967529297
whose	7.774595260620117
bright	8.351317405700684
blue	8.192386627197266
eyes	8.446163177490234
stared	9.216197967529297
with	6.5999932289123535
a	6.615625858306885
kind	8.57856273651123
of	5.8280415534973145
frozen	8.767115592956543
candour	9.216197967529297
into	7.107221603393555
others'.	9.216197967529297
He	5.747543811798096
had	6.91279411315918
a	6.615625858306885
round,	9.216197967529297
frank	9.216197967529297
Irish	6.932958602905273
face,	9.216197967529297
creased	9.216197967529297
in	6.211684226989746
a	6.615625858306885
jovial	9.216197967529297
grin	9.216197967529297
that	6.407960891723633
stayed	8.315790176391602
bleakly	9.216197967529297
in	6.211684226989746
place	8.014113426208496
even	7.587100982666016
when	7.068378925323486
he	7.20659065246582
was	6.638031005859375
pumping	8.817244529724121
bullets	9.027504920959473
into	7.107221603393555
someone's	9.216197967529297
body.	9.216197967529297
He	5.747543811798096
carried	8.046689987182617
three	7.353111267089844
guns	7.54693078994751
--	9.270535469055176
one	7.082419395446777
in	6.211684226989746
the	6.279943466186523
right	7.949604511260986
trouser	9.216197967529297
pocket,	9.216197967529297
one	7.082419395446777
under	7.272045135498047
his	6.797174453735352
left	7.564992427825928
armpit,	9.216197967529297
one	7.082419395446777
in	6.211684226989746
the	6.279943466186523
left	7.564992427825928
outside	7.842897415161133
coat	8.622061729431152
pocket	8.631397247314453
--	9.270535469055176
and	5.7746429443359375
was	6.638031005859375
equally	8.443309783935547
lethal	9.056174278259277
with	6.5999932289123535
both	7.320416450500488
hands.	9.216197967529297
He	5.747543811798096
killed	7.9349470138549805
accurately,	9.216197967529297
freely,	9.216197967529297
and	5.7746429443359375
dispassionately.	9.216197967529297
The	4.279740810394287
police	7.988430023193359
credited	8.534273147583008
him	7.419293403625488
with	6.5999932289123535
twenty-five	9.216197967529297
murders	8.906834602355957
but	7.060359954833984
he	7.20659065246582
was	6.638031005859375
never	7.676962852478027
brought	7.821661949157715
to	6.349459648132324
trial	8.260322570800781
for	6.673058032989502
one	7.082419395446777
of	5.8280415534973145
them.	9.216197967529297
Like	6.264435768127441
a	6.615625858306885
fair	8.666383743286133
number	7.721129894256592
of	5.8280415534973145
bootleggers	9.216197967529297
he	7.20659065246582
disliked	8.615865707397461
alcohol.	9.216197967529297
He	5.747543811798096
was	6.638031005859375
an	7.064122676849365
expert	8.442865371704102
florist,	9.216197967529297
tenderly	9.216197967529297
dextrous	9.216197967529297
in	6.211684226989746
the	6.279943466186523
arrangement	8.2996826171875
of	5.8280415534973145
bouquets	9.216197967529297
and	5.7746429443359375
wreaths.	9.216197967529297
He	5.747543811798096
had	6.91279411315918
no	7.469402313232422
apparent	8.370174407958984
comprehension	9.270535469055176
of	5.8280415534973145
morality;	9.216197967529297
he	7.20659065246582
divided	8.2510347366333
humanity	8.55461311340332
into	7.107221603393555
"""right"	9.216197967529297
"guys"""	9.216197967529297
and	5.7746429443359375
"""wrong"	9.216197967529297
"guys,"""	9.216197967529297
and	5.7746429443359375
the	6.279943466186523
wrong	8.376561164855957
ones	8.17132568359375
he	7.20659065246582
was	6.638031005859375
always	7.984398365020752
willing	9.013603210449219
to	6.349459648132324
kill	8.417046546936035
and	5.7746429443359375
trample	9.216197967529297
under.	9.216197967529297
He	5.747543811798096
had	6.91279411315918
what	7.689035415649414
was	6.638031005859375
described	7.689064979553223
by	6.28934383392334
a	6.615625858306885
psychologist	9.135547637939453
as	6.107613563537598
a	6.615625858306885
"""sunny"	9.216197967529297
"brutality."""	9.216197967529297
He	5.747543811798096
walked	8.5938138961792
with	6.5999932289123535
a	6.615625858306885
heavy	7.8581109046936035
list	8.030755043029785
to	6.349459648132324
the	6.279943466186523
right,	9.216197967529297
as	6.107613563537598
that	6.407960891723633
leg	6.751669406890869
was	6.638031005859375
four	7.482980728149414
inches	8.467753410339355
shorter	8.378430366516113
than	7.285092353820801
the	6.279943466186523
other,	9.216197967529297
but	7.060359954833984
the	6.279943466186523
lurch	9.216197967529297
did	7.186771392822266
not	7.262237548828125
reduce	8.630165100097656
his	6.797174453735352
feline	9.189214706420898
quickness	9.216197967529297
with	6.5999932289123535
his	6.797174453735352
guns.	9.216197967529297
Landesco	9.216197967529297
thought	7.968500137329102
him	7.419293403625488
"""just"	9.216197967529297
a	6.615625858306885
superior	8.313003540039062
sort	8.822755813598633
of	5.8280415534973145
"plugugly"""	9.216197967529297
but	7.060359954833984
he	7.20659065246582
was,	9.216197967529297
in	6.211684226989746
fact,	9.216197967529297
with	6.5999932289123535
his	6.797174453735352
aggression	8.78790283203125
and	5.7746429443359375
hostility,	9.216197967529297
and	5.7746429443359375
nerveless	9.216197967529297
indifference	9.070880889892578
to	6.349459648132324
risking	9.216197967529297
or	6.336171627044678
administering	9.216197967529297
pain,	9.216197967529297
a	6.615625858306885
casebook	9.216197967529297
psychopath.	9.216197967529297
He	5.747543811798096
was	6.638031005859375
also	6.985909461975098
at	6.653820514678955
this	7.158479690551758
time,	9.216197967529297
although	8.195516586303711
not	7.262237548828125
so	7.44072151184082
interwoven	9.135547637939453
in	6.211684226989746
high	7.6564764976501465
politics	8.37575912475586
and	5.7746429443359375
the	6.279943466186523
rackets	9.216197967529297
as	6.107613563537598
Torrio	9.216197967529297
and	5.7746429443359375
Capone,	9.216197967529297
the	6.279943466186523
most	7.5106425285339355
powerful	8.17974853515625
and	5.7746429443359375
most	7.5106425285339355
dangerous	8.40196704864502
mob	8.953665733337402
leader	8.109739303588867
in	6.211684226989746
the	6.279943466186523
Chicago	6.938381195068359
underworld,	9.216197967529297
the	6.279943466186523
roughneck	9.216197967529297
king.	9.216197967529297
Chairs	9.216197967529297
scraped	9.216197967529297
back	7.669393539428711
and	5.7746429443359375
customers	8.625975608825684
hastily	8.782611846923828
vacated	8.903377532958984
their	6.949855804443359
tables	8.641454696655273
as	6.107613563537598
the	6.279943466186523
tall	8.399381637573242
young	7.832762718200684
buffalo	9.027504920959473
hunter	8.816807746887207
pushed	8.24496841430664
open	7.875938415527344
the	6.279943466186523
swing	8.604074478149414
doors	8.49738597869873
and	5.7746429443359375
walked	8.5938138961792
towards	7.630928039550781
the	6.279943466186523
bar.	9.216197967529297
Only	6.7503204345703125
Blue	8.201778411865234
Throat	9.216197967529297
and	5.7746429443359375
his	6.797174453735352
gang	8.652649879455566
stayed	8.315790176391602
where	7.371352195739746
they	7.345175743103027
were.	9.216197967529297
Blue	8.201778411865234
Throat	9.216197967529297
was	6.638031005859375
slumped	9.216197967529297
with	6.5999932289123535
his	6.797174453735352
back	7.669393539428711
against	7.041970252990723
the	6.279943466186523
bar,	9.216197967529297
elbows	9.216197967529297
supporting	8.053313255310059
his	6.797174453735352
massive	8.239042282104492
frame.	9.216197967529297
He	5.747543811798096
leered	9.216197967529297
at	6.653820514678955
the	6.279943466186523
stranger	8.949633598327637
as	6.107613563537598
the	6.279943466186523
distance	8.168326377868652
between	7.005154609680176
them	7.408771514892578
closed.	9.216197967529297
"""Since"	9.216197967529297
when	7.068378925323486
did	7.186771392822266
they	7.345175743103027
allow	8.313589096069336
beardless	9.216197967529297
kids	8.53824234008789
into	7.107221603393555
the	6.279943466186523
saloon	9.270535469055176
bars	8.766887664794922
of	5.8280415534973145
this	7.158479690551758
town,	9.216197967529297
"boys?"""	9.216197967529297
he	7.20659065246582
asked.	9.216197967529297
"""Seems"	9.216197967529297
to	6.349459648132324
me	7.864387512207031
I	6.437681674957275
don't	9.216197967529297
remember	8.70076847076416
altering	8.973832130432129
any	7.438555717468262
law	7.474363327026367
about	7.193869590759277
"that."""	9.216197967529297
He	5.747543811798096
straightened	9.216197967529297
up,	9.216197967529297
alert	8.701108932495117
now	7.574905872344971
as	6.107613563537598
the	6.279943466186523
buffalo	9.027504920959473
hunter	8.816807746887207
came	7.852542877197266
closer.	9.216197967529297
"""Stay"	9.216197967529297
right	7.949604511260986
here	8.083212852478027
where	7.371352195739746
you	7.776083469390869
are,	9.216197967529297
"kid,"""	9.216197967529297
he	7.20659065246582
called.	9.216197967529297
"""I"	9.216197967529297
don't	9.216197967529297
aim	8.661834716796875
to	6.349459648132324
have	7.0915937423706055
minors	9.237468719482422
breathing	8.949633598327637
down	7.699378967285156
my	7.743218421936035
neck	8.46664047241211
when	7.068378925323486
I'm	9.216197967529297
"a-drinking."""	9.216197967529297
The	4.279740810394287
stranger	8.949633598327637
ignored	8.390228271484375
him.	9.216197967529297
He	5.747543811798096
didn't	9.216197967529297
stop	8.328598022460938
till	8.602376937866211
he	7.20659065246582
was	6.638031005859375
within	7.524682998657227
three	7.353111267089844
feet	7.994173049926758
of	5.8280415534973145
Blue	8.201778411865234
Throat	9.216197967529297
and	5.7746429443359375
by	6.28934383392334
that	6.407960891723633
time	7.457916259765625
the	6.279943466186523
gang	8.652649879455566
leader's	9.216197967529297
right	7.949604511260986
hand	8.136056900024414
was	6.638031005859375
on	6.694545745849609
the	6.279943466186523
butt	9.270535469055176
of	5.8280415534973145
his	6.797174453735352
revolver.	9.216197967529297
"""I'm"	9.216197967529297
Billy	7.909061431884766
"Tilghman,"""	9.216197967529297
said	7.824939250946045
the	6.279943466186523
stranger,	9.216197967529297
"""and"	9.216197967529297
I've	9.216197967529297
come	8.172365188598633
for	6.673058032989502
Pat	8.000129699707031
Conyers'	9.216197967529297
"body."""	9.216197967529297
"""And"	9.216197967529297
what	7.689035415649414
makes	7.948757171630859
you	7.776083469390869
think	8.313884735107422
you're	9.216197967529297
going	8.095352172851562
to	6.349459648132324
get	8.062349319458008
it,	9.216197967529297
pretty	8.413447380065918
"boy?"""	9.216197967529297
"""Because"	9.216197967529297
I'm	9.216197967529297
asking.	9.216197967529297
Most	6.173904895782471
of	5.8280415534973145
the	6.279943466186523
time	7.457916259765625
I	6.437681674957275
get	8.062349319458008
what	7.689035415649414
I	6.437681674957275
ask	8.736710548400879
"for."""	9.216197967529297
Blue	8.201778411865234
Throat	9.216197967529297
winked	9.216197967529297
at	6.653820514678955
his	6.797174453735352
six	7.663029670715332
cronies.	9.216197967529297
"""The"	9.216197967529297
kid	9.19260311126709
has	7.143404960632324
no	7.469402313232422
manners,	9.216197967529297
boys.	9.216197967529297
Shall	9.216197967529297
we	7.856368064880371
teach	8.773611068725586
him	7.419293403625488
"some?"""	9.216197967529297
His	6.206559181213379
gun	7.992681503295898
was	6.638031005859375
half	8.022628784179688
drawn	8.2935209274292
when	7.068378925323486
he	7.20659065246582
asked	8.039133071899414
the	6.279943466186523
question,	9.216197967529297
but	7.060359954833984
the	6.279943466186523
weapon	8.374811172485352
never	7.676962852478027
left	7.564992427825928
its	7.055192947387695
holster.	9.216197967529297
Tilghman's	9.216197967529297
clenched	9.216197967529297
fist	9.005239486694336
swept	8.553943634033203
over	7.208313941955566
in	6.211684226989746
a	6.615625858306885
terrific	8.981199264526367
right	7.949604511260986
cross	8.265092849731445
and	5.7746429443359375
clipped	9.216197967529297
the	6.279943466186523
big	8.249043464660645
gunfighter	9.216197967529297
on	6.694545745849609
the	6.279943466186523
side	7.836766242980957
of	5.8280415534973145
his	6.797174453735352
chin.	9.216197967529297
His	6.206559181213379
head	7.443046569824219
snapped	9.032716751098633
round	8.087696075439453
and	5.7746429443359375
he	7.20659065246582
reeled	9.216197967529297
back,	9.216197967529297
crashing	8.84332275390625
into	7.107221603393555
the	6.279943466186523
table	8.480672836303711
where	7.371352195739746
his	6.797174453735352
buddies	9.216197967529297
were	6.667738914489746
sprawling.	9.216197967529297
Tilghman	9.216197967529297
leapt	9.336142539978027
on	6.694545745849609
to	6.349459648132324
him,	9.216197967529297
dragged	9.015488624572754
him	7.419293403625488
upright	8.879920959472656
and	5.7746429443359375
hit	7.9240264892578125
him	7.419293403625488
again,	9.216197967529297
this	7.158479690551758
time	7.457916259765625
sending	8.443990707397461
him	7.419293403625488
careening	9.216197967529297
against	7.041970252990723
the	6.279943466186523
bar.	9.216197967529297
A	5.122705459594727
bullet	8.879920959472656
gouged	9.216197967529297
into	7.107221603393555
the	6.279943466186523
bar	8.299064636230469
top	7.901315689086914
an	7.064122676849365
inch	8.578598022460938
from	6.431474685668945
Tilghman's	9.216197967529297
stomach	8.709332466125488
as	6.107613563537598
Blue	8.201778411865234
Throat's	9.216197967529297
henchmen	9.189214706420898
started	7.71369743347168
shooting.	9.216197967529297
Tilghman	9.216197967529297
flung	9.270535469055176
himself	7.247089385986328
aside,	9.216197967529297
dropped	8.056395530700684
on	6.694545745849609
one	7.082419395446777
knee	7.405481338500977
and	5.7746429443359375
pulled	8.232258796691895
his	6.797174453735352
own	8.361127853393555
gun.	9.216197967529297
The	4.279740810394287
Colt	9.216197967529297
roared	9.216197967529297
twice	8.003325462341309
and	5.7746429443359375
two	7.169413089752197
men	7.726294040679932
dropped,	9.216197967529297
writhing.	9.216197967529297
A	5.122705459594727
third	7.949365615844727
